IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
59.4.15.31,16358,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,5812 kB/s
218.147.66.126,20019,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,5807 kB/s
119.192.158.53,32779,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,5751 kB/s
125.142.239.251,20000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,5744 kB/s
218.144.55.101,10298,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,5733 kB/s
112.161.221.228,10384,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,62 ms,5693 kB/s
59.17.159.202,11008,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,5669 kB/s
121.134.16.101,33536,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,115 ms,5669 kB/s
112.162.62.163,27017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,5658 kB/s
112.165.215.157,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,61 ms,5634 kB/s
121.170.1.188,12121,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,5606 kB/s
119.195.168.105,12417,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,116 ms,5586 kB/s
211.251.27.149,10111,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,137 ms,5581 kB/s
59.27.239.101,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,68 ms,5579 kB/s
222.101.92.121,11434,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,5551 kB/s
121.133.158.121,11065,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,129 ms,5548 kB/s
220.81.10.138,11103,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,5534 kB/s
118.44.15.9,10343,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,5532 kB/s
112.163.215.224,30001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,59 ms,5498 kB/s
222.101.92.121,11333,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,5489 kB/s
222.117.169.58,12125,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,76 ms,5488 kB/s
175.206.226.93,10305,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,5488 kB/s
14.48.133.43,10358,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,59 ms,5484 kB/s
222.99.201.207,33848,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,5482 kB/s
121.161.110.42,12445,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,128 ms,5459 kB/s
112.172.202.53,33138,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,5442 kB/s
211.194.169.14,12699,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,64 ms,5434 kB/s
121.148.19.178,10999,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,5417 kB/s
222.112.25.76,11701,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,78 ms,5397 kB/s
183.109.254.132,10012,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,5347 kB/s
112.161.231.2,11065,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,141 ms,5321 kB/s
112.162.138.75,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,5310 kB/s
59.29.89.197,20114,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,67 ms,5305 kB/s
14.48.133.43,10128,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,71 ms,5304 kB/s
220.125.207.242,12309,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,117 ms,5230 kB/s
112.163.254.241,10600,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,64 ms,5220 kB/s
112.167.218.150,10155,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,5207 kB/s
211.253.199.243,10044,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,5167 kB/s
220.125.34.93,27017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,117 ms,5152 kB/s
14.32.38.125,20055,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,5114 kB/s
121.147.127.154,32396,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,5109 kB/s
211.106.84.19,10439,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,5097 kB/s
14.42.237.24,10447,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,5053 kB/s
59.13.59.197,15000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,120 ms,5052 kB/s
183.103.4.162,12190,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,5037 kB/s
222.120.238.191,10456,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,4993 kB/s
220.118.248.123,18886,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,4970 kB/s
211.194.171.129,12320,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,4960 kB/s
222.114.190.246,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,4925 kB/s
119.204.205.68,10426,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,4905 kB/s
220.125.55.47,12251,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,4848 kB/s
112.163.254.241,12150,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,4818 kB/s
218.154.216.119,10395,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,4807 kB/s
14.56.64.57,12036,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,4807 kB/s
220.120.42.36,12165,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,4785 kB/s
222.106.235.27,30452,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,4772 kB/s
221.148.193.190,16992,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,4746 kB/s
220.125.55.47,16012,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,4728 kB/s
118.41.121.135,18017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,4707 kB/s
112.161.221.228,10051,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,4704 kB/s
221.157.139.47,10375,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,4693 kB/s
121.140.52.16,10298,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,4691 kB/s
59.12.145.2,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,4656 kB/s
112.170.95.30,12300,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,4654 kB/s
121.152.118.98,20057,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,4644 kB/s
222.104.213.148,33143,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,72 ms,4643 kB/s
112.166.42.156,10206,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,4642 kB/s
118.35.119.142,10252,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,4627 kB/s
211.33.204.60,10324,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,73 ms,4619 kB/s
59.19.210.250,12224,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,129 ms,4598 kB/s
121.153.128.196,10216,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,4587 kB/s
218.147.66.126,10281,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,4584 kB/s
14.32.38.125,10444,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,63 ms,4581 kB/s
211.227.114.208,30003,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,4576 kB/s
218.147.68.117,33530,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,4572 kB/s
14.56.64.57,33334,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,4547 kB/s
118.44.15.9,20142,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,4541 kB/s
221.160.73.30,10443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,4534 kB/s
14.42.237.24,10413,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,4532 kB/s
118.47.106.163,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,4531 kB/s
121.172.105.181,20025,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,4527 kB/s
211.253.199.243,21305,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,4522 kB/s
222.101.92.121,10207,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,4497 kB/s
222.112.25.76,10447,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,63 ms,4497 kB/s
175.208.111.195,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,4493 kB/s
220.88.197.4,10414,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,4489 kB/s
121.130.41.237,20046,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,4482 kB/s
61.83.160.203,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,77 ms,4480 kB/s
211.106.84.19,10203,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,4472 kB/s
121.131.42.144,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,4467 kB/s
118.35.119.142,10086,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,4465 kB/s
211.197.161.123,10428,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,67 ms,4463 kB/s
121.151.58.209,30017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,4438 kB/s
59.6.239.208,14897,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,4428 kB/s
222.104.213.148,22990,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,73 ms,4411 kB/s
112.166.42.156,12202,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,64 ms,4392 kB/s
112.185.213.4,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,4340 kB/s
183.109.254.132,12241,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,4334 kB/s
211.224.92.187,20080,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,4323 kB/s
222.97.117.227,10003,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,68 ms,4306 kB/s
221.157.0.159,10424,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,4297 kB/s
119.201.181.172,32783,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,4284 kB/s
220.72.32.44,28080,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,4276 kB/s
112.163.215.224,12172,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,64 ms,4268 kB/s
112.162.62.163,10943,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,4262 kB/s
119.201.250.178,12165,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,4259 kB/s
175.198.63.31,33338,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,59 ms,4224 kB/s
119.203.153.186,10002,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,4221 kB/s
59.13.59.197,12112,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,67 ms,4218 kB/s
222.104.213.148,12374,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,4213 kB/s
59.13.59.197,12303,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,4211 kB/s
121.161.110.42,11065,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,123 ms,4156 kB/s
222.112.25.76,10243,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,4155 kB/s
14.34.25.156,30017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,61 ms,4141 kB/s
218.152.107.124,12168,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,4133 kB/s
220.121.22.18,12303,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,4126 kB/s
211.195.83.140,24844,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,57 ms,4108 kB/s
125.136.152.137,10016,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,70 ms,4103 kB/s
211.229.77.184,33053,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,4101 kB/s
59.3.115.115,10005,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,4100 kB/s
112.163.215.224,12194,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,4096 kB/s
221.157.139.47,10395,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,4083 kB/s
59.21.10.151,18003,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,76 ms,4060 kB/s
112.166.47.132,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,4060 kB/s
222.104.213.148,12408,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,4042 kB/s
211.106.84.19,12310,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,4020 kB/s
222.104.23.140,10554,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,72 ms,4013 kB/s
119.199.134.244,12486,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,3994 kB/s
211.224.92.187,10316,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,3978 kB/s
175.207.249.159,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,3977 kB/s
220.72.32.44,10005,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,3957 kB/s
14.37.103.127,10084,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,3945 kB/s
211.33.204.60,10012,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,67 ms,3921 kB/s
210.104.231.120,20176,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,3914 kB/s
118.34.210.227,12188,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,3901 kB/s
121.176.214.32,18886,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,3900 kB/s
112.167.163.6,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,67 ms,3877 kB/s
125.133.160.129,10443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,67 ms,3830 kB/s
210.104.231.120,30011,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,3829 kB/s
14.48.133.43,10012,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,3774 kB/s
112.166.42.156,12309,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,3743 kB/s
175.208.162.19,10242,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,3721 kB/s
222.104.240.250,10332,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,3707 kB/s
175.215.204.244,12235,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,3693 kB/s
118.34.210.227,33332,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,3692 kB/s
121.136.66.77,10050,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,3686 kB/s
125.136.152.137,10101,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,3684 kB/s
59.6.239.208,10227,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,115 ms,3662 kB/s
175.214.198.39,10450,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,3649 kB/s
125.132.30.200,10308,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,3610 kB/s
121.132.24.246,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,3599 kB/s
211.106.84.19,35331,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,3598 kB/s
221.153.216.221,30019,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,3584 kB/s
220.118.248.123,37443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,3568 kB/s
211.33.204.60,28080,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,66 ms,3561 kB/s
222.120.238.191,12114,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,75 ms,3548 kB/s
222.97.117.227,20025,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,3545 kB/s
220.118.248.123,10408,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,3530 kB/s
222.113.18.206,13128,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,3530 kB/s
59.2.75.64,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,3527 kB/s
211.251.27.149,16025,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,3514 kB/s
222.101.92.121,10113,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,72 ms,3508 kB/s
121.153.128.196,10060,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,3506 kB/s
175.192.245.245,10287,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,3489 kB/s
125.139.111.182,18888,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,76 ms,3488 kB/s
175.212.82.132,33391,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,3486 kB/s
211.192.238.235,10048,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,88 ms,3470 kB/s
220.83.86.217,12321,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,3468 kB/s
220.72.32.44,11009,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,3445 kB/s
121.130.24.109,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,76 ms,3445 kB/s
222.117.169.58,12134,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,3440 kB/s
210.104.231.120,10312,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,3420 kB/s
14.53.186.206,18080,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,3396 kB/s
118.42.251.196,10267,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,3392 kB/s
220.118.97.223,12303,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,3390 kB/s
121.141.9.182,10010,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,77 ms,3386 kB/s
211.195.83.140,12194,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,70 ms,3364 kB/s
14.41.71.103,30010,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,3364 kB/s
119.204.205.68,10409,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,3326 kB/s
121.183.151.131,12224,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,3280 kB/s
220.85.201.216,10554,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,3274 kB/s
121.161.114.201,10125,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,3235 kB/s
